sand,chapter_no,chapter,level,matn,sand_length,matn_length
حدثنا سعيد بن عفير قال حدثني الليث عن يحيى بن سعيد عن عبد الرحمن بن القاسم عن القاسم بن محمد عن ابن عباس أنه ذكر التلاعن عند النبي صلى الله عليه وسلم فقال عاصم بن عدي في ذلك قولا ثم انصرف فأتاه رجل من قومه يشكو إليه أنه وجد مع امرأته رجلا فقال عاصم ما ابتليت بهذا إلا لقولي فذهب به إلى النبي صلى الله عليه وسلم فأخبره بالذي وجد عليه امرأته وكان ذلك الرجل مصفرا قليل اللحم سبط الشعر وكان الذي ادعى عليه أنه وجده عند أهله خدلا آدم كثير اللحم فقال النبي صلى الله عليه وسلم  اللهم بين  فجاءت شبيها بالرجل الذي ذكر زوجها أنه وجده فلاعن النبي صلى الله عليه وسلم بينهما قال رجل لابن عباس في المجلس هي التي قال النبي صلى الله عليه وسلم  لو رجمت أحدا بغير بينة رجمت هذه  فقال لا تلك امرأة كانت تظهر في الإسلام السوء قال أبو صالح وعبد الله بن يوسف خدلا,68.0,Divorce - كتاب الطلاق,صعب, ذكر التلاعن عند النبي صلى الله عليه وسلم فقال عاصم بن عدي في ذلك قولا ثم انصرف فأتاه رجل من قومه يشكو إليه أنه وجد مع امرأته رجلا فقال عاصم ما ابتليت بهذا إلا لقولي فذهب به إلى النبي صلى الله عليه وسلم فأخبره بالذي وجد عليه امرأته وكان ذلك الرجل مصفرا قليل اللحم سبط الشعر وكان الذي ادعى عليه أنه وجده عند أهله خدلا آدم كثير اللحم فقال النبي صلى الله عليه وسلم  اللهم بين  فجاءت شبيها بالرجل الذي ذكر زوجها أنه وجده فلاعن النبي صلى الله عليه وسلم بينهما قال رجل لابن عباس في المجلس هي التي قال النبي صلى الله عليه وسلم  لو رجمت أحدا بغير بينة رجمت هذه  فقال لا تلك امرأة كانت تظهر في الإسلام السوء قال أبو صالح وعبد الله بن يوسف خدلا,778.0,664
حدثنا إسماعيل قال حدثني سليمان بن بلال عن يحيى بن سعيد قال أخبرني عبد الرحمن بن القاسم عن القاسم بن محمد عن ابن عباس أنه قال ذكر المتلاعنان عند رسول الله صلى الله عليه وسلم فقال عاصم بن عدي في ذلك قولا ثم انصرف فأتاه رجل من قومه فذكر له أنه وجد مع امرأته رجلا فقال عاصم ما ابتليت بهذا الأمر إلا لقولي فذهب به إلى رسول الله صلى الله عليه وسلم فأخبره بالذي وجد عليه امرأته وكان ذلك الرجل مصفرا قليل اللحم سبط الشعر وكان الذي وجد عند أهله آدم خدلا كثير اللحم جعدا قططا فقال رسول الله صلى الله عليه وسلم  اللهم بين  فوضعت شبيها بالرجل الذي ذكر زوجها أنه وجد عندها فلاعن رسول الله صلى الله عليه وسلم بينهما فقال رجل لابن عباس في المجلس هي التي قال رسول الله صلى الله عليه وسلم  لو رجمت أحدا بغير بينة لرجمت هذه  فقال ابن عباس لا تلك امرأة كانت تظهر السوء في الإسلام,68.0,Divorce - كتاب الطلاق,صعب,ذكر المتلاعنان عند رسول الله صلى الله عليه وسلم فقال عاصم بن عدي في ذلك قولا ثم انصرف فأتاه رجل من قومه فذكر له أنه وجد مع امرأته رجلا فقال عاصم ما ابتليت بهذا الأمر إلا لقولي فذهب به إلى رسول الله صلى الله عليه وسلم فأخبره بالذي وجد عليه امرأته وكان ذلك الرجل مصفرا قليل اللحم سبط الشعر وكان الذي وجد عند أهله آدم خدلا كثير اللحم جعدا قططا فقال رسول الله صلى الله عليه وسلم  اللهم بين  فوضعت شبيها بالرجل الذي ذكر زوجها أنه وجد عندها فلاعن رسول الله صلى الله عليه وسلم بينهما فقال رجل لابن عباس في المجلس هي التي قال رسول الله صلى الله عليه وسلم  لو رجمت أحدا بغير بينة لرجمت هذه  فقال ابن عباس لا تلك امرأة كانت تظهر السوء في الإسلام,798.0,667
قالت زينب وسمعت أم سلمة تقول جاءت امرأة إلى رسول الله صلى الله عليه وسلم فقالت يا رسول الله إن ابنتي توفي عنها زوجها وقد اشتكت عينها أفتكحلها فقال رسول الله صلى الله عليه وسلم  لا  مرتين أو ثلاثا كل ذلك يقول لا ثم قال رسول الله صلى الله عليه وسلم  إنما هي أربعة أشهر وعشر وقد كانت إحداكن في الجاهلية ترمي بالبعرة على رأس الحول ,68.0,Divorce - كتاب الطلاق,صعب,يا رسول الله إن ابنتي توفي عنها زوجها وقد اشتكت عينها أفتكحلها فقال رسول الله صلى الله عليه وسلم  لا  مرتين أو ثلاثا كل ذلك يقول لا ثم قال رسول الله صلى الله عليه وسلم  إنما هي أربعة أشهر وعشر وقد كانت إحداكن في الجاهلية ترمي بالبعرة على رأس الحول ,348.0,268
حدثنا الفضل بن دكين حدثنا عبد السلام بن حرب عن هشام عن حفصة عن أم عطية قالت قال النبي صلى الله عليه وسلم  لا يحل لامرأة تؤمن بالله واليوم الآخر أن تحد فوق ثلاث إلا على زوج فإنها لا تكتحل ولا تلبس ثوبا مصبوغا إلا ثوب عصب ,68.0,Divorce - كتاب الطلاق,صعب, لا يحل لامرأة تؤمن بالله واليوم الآخر أن تحد فوق ثلاث إلا على زوج فإنها لا تكتحل ولا تلبس ثوبا مصبوغا إلا ثوب عصب ,236.0,126
وقال الأنصاري حدثنا هشام حدثتنا حفصة حدثتني أم عطية نهى النبي صلى الله عليه وسلم  ولا تمس طيبا إلا أدنى طهرها إذا طهرت نبذة من قسط وأظفار ,68.0,Divorce - كتاب الطلاق,صعب,  ولا تمس طيبا إلا أدنى طهرها إذا طهرت نبذة من قسط وأظفار ,151.0,68
حدثني إسحاق بن منصور أخبرنا روح بن عبادة حدثنا شبل عن ابن أبي نجيح عن مجاهد والذين يتوفون منكم ويذرون أزواجا قال كانت هذه العدة تعتد عند أهل زوجها واجبا فأنزل الله والذين يتوفون منكم ويذرون أزواجا وصية لأزواجهم متاعا إلى الحول غير إخراج فإن خرجن فلا جناح عليكم فيما فعلن في أنفسهن من معروف قال جعل الله لها تمام السنة سبعة أشهر وعشرين ليلة وصية إن شاءت سكنت في وصيتها وإن شاءت خرجت وهو قول الله تعالى غير إخراج فإن خرجن فلا جناح عليكم فالعدة كما هي واجب عليها زعم ذلك عن مجاهد وقال عطاء قال ابن عباس نسخت هذه الآية عدتها عند أهلها فتعتد حيث شاءت وقول الله تعالى غير إخراج وقال عطاء إن شاءت اعتدت عند أهلها وسكنت في وصيتها وإن شاءت خرجت لقول الله فلا جناح عليكم فيما فعلن قال عطاء ثم جاء الميراث فنسخ السكنى فتعتد حيث شاءت ولا سكنى لها,68.0,Divorce - كتاب الطلاق,صعب,والذين يتوفون منكم ويذرون أزواجا قال كانت هذه العدة تعتد عند أهل زوجها واجبا فأنزل الله والذين يتوفون منكم ويذرون أزواجا وصية لأزواجهم متاعا إلى الحول غير إخراج فإن خرجن فلا جناح عليكم فيما فعلن في أنفسهن من معروف قال جعل الله لها تمام السنة سبعة أشهر وعشرين ليلة وصية إن شاءت سكنت في وصيتها وإن شاءت خرجت وهو قول الله تعالى غير إخراج فإن خرجن فلا جناح عليكم فالعدة كما هي واجب عليها زعم ذلك عن مجاهد وقال عطاء قال ابن عباس نسخت هذه الآية عدتها عند أهلها فتعتد حيث شاءت وقول الله تعالى غير إخراج وقال عطاء إن شاءت اعتدت عند أهلها وسكنت في وصيتها وإن شاءت خرجت لقول الله فلا جناح عليكم فيما فعلن قال عطاء ثم جاء الميراث فنسخ السكنى فتعتد حيث شاءت ولا سكنى لها,792.0,711
حدثنا أبو اليمان أخبرنا شعيب عن الزهري قال أخبرني جعفر بن عمرو بن أمية أن أباه عمرو بن أمية أخبره أنه رأى النبي صلى الله عليه وسلم يحتز من كتف شاة في يده فدعي إلى الصلاة فألقاها والسكين التي يحتز بها ثم قام فصلى ولم يتوضأ,70.0,Food; Meals - كتاب الأطعمة,صعب,رأى النبي صلى الله عليه وسلم يحتز من كتف شاة في يده فدعي إلى الصلاة فألقاها والسكين التي يحتز بها ثم قام فصلى ولم يتوضأ,233.0,125
حدثنا أبو النعمان حدثنا حماد بن زيد عن عباس الجريري عن أبي عثمان النهدي عن أبي هريرة قال قسم النبي صلى الله عليه وسلم يوما بين أصحابه تمرا فأعطى كل إنسان سبع تمرات فأعطاني سبع تمرات إحداهن حشفة فلم يكن فيهن تمرة أعجب إلى منها شدت في مضاغي,70.0,Food; Meals - كتاب الأطعمة,صعب,قسم النبي صلى الله عليه وسلم يوما بين أصحابه تمرا فأعطى كل إنسان سبع تمرات فأعطاني سبع تمرات إحداهن حشفة فلم يكن فيهن تمرة أعجب إلى منها شدت في مضاغي,250.0,156
حدثنا هدبة بن خالد حدثنا همام بن يحيى عن قتادة قال كنا نأتي أنس بن مالك رضى الله عنه وخبازه قائم قال كلوا فما أعلم النبي صلى الله عليه وسلم رأى رغيفا مرققا حتى لحق بالله ولا رأى شاة سميطا بعينه قط,70.0,Food; Meals - كتاب الأطعمة,صعب,كنا نأتي أنس بن مالك رضى الله عنه وخبازه قائم قال كلوا فما أعلم النبي صلى الله عليه وسلم رأى رغيفا مرققا حتى لحق بالله ولا رأى شاة سميطا بعينه قط,203.0,149
حدثنا خلاد بن يحيى حدثنا سفيان عن عبد الرحمن بن عابس عن أبيه قال قلت لعائشة أنهى النبي صلى الله عليه وسلم أن تؤكل لحوم الأضاحي فوق ثلاث قالت ما فعله إلا في عام جاع الناس فيه فأراد أن يطعم الغني الفقير وإن كنا لنرفع الكراع فنأكله بعد خمس عشرة قيل ما اضطركم إليه فضحكت قالت ما شبع آل محمد صلى الله عليه وسلم من خبز بر مأدوم ثلاثة أيام حتى لحق بالله وقال ابن كثير أخبرنا سفيان حدثنا عبد الرحمن بن عابس بهذا,70.0,Food; Meals - كتاب الأطعمة,صعب,قلت لعائشة أنهى النبي صلى الله عليه وسلم أن تؤكل لحوم الأضاحي فوق ثلاث قالت ما فعله إلا في عام جاع الناس فيه فأراد أن يطعم الغني الفقير وإن كنا لنرفع الكراع فنأكله بعد خمس عشرة قيل ما اضطركم إليه فضحكت قالت ما شبع آل محمد صلى الله عليه وسلم من خبز بر مأدوم ثلاثة أيام حتى لحق بالله وقال ابن كثير أخبرنا سفيان حدثنا عبد الرحمن بن عابس بهذا,418.0,349
حدثنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن ربيعة أنه سمع القاسم بن محمد يقول كان في بريرة ثلاث سنن أرادت عائشة أن تشتريها فتعتقها فقال أهلها ولنا الولاء فذكرت ذلك لرسول الله صلى الله عليه وسلم فقال  لو شئت شرطتيه لهم فإنما الولاء لمن أعتق  قال وأعتقت فخيرت في أن تقر تحت زوجها أو تفارقه ودخل رسول الله صلى الله عليه وسلم يوما بيت عائشة وعلى النار برمة تفور فدعا بالغداء فأتي بخبز وأدم من أدم البيت فقال  ألم أر لحما  قالوا بلى يا رسول الله ولكنه لحم تصدق به على بريرة فأهدته لنا فقال هو صدقة عليها وهدية لنا ,70.0,Food; Meals - كتاب الأطعمة,صعب,كان في بريرة ثلاث سنن أرادت عائشة أن تشتريها فتعتقها فقال أهلها ولنا الولاء فذكرت ذلك لرسول الله صلى الله عليه وسلم فقال  لو شئت شرطتيه لهم فإنما الولاء لمن أعتق  قال وأعتقت فخيرت في أن تقر تحت زوجها أو تفارقه ودخل رسول الله صلى الله عليه وسلم يوما بيت عائشة وعلى النار برمة تفور فدعا بالغداء فأتي بخبز وأدم من أدم البيت فقال  ألم أر لحما  قالوا بلى يا رسول الله ولكنه لحم تصدق به على بريرة فأهدته لنا فقال هو صدقة عليها وهدية لنا ,554.0,471
حدثنا عبد الرحمن بن شيبة قال أخبرني ابن أبي الفديك عن ابن أبي ذئب عن المقبري عن أبي هريرة قال كنت ألزم النبي صلى الله عليه وسلم لشبع بطني حين لا آكل الخمير ولا ألبس الحرير ولا يخدمني فلان ولا فلانة وألصق بطني بالحصباء وأستقرئ الرجل الآية وهى معي كى ينقلب بي فيطعمني وخير الناس للمساكين جعفر بن أبي طالب ينقلب بنا فيطعمنا ما كان في بيته حتى إن كان ليخرج إلينا العكة ليس فيها شىء فنشتقها فنلعق ما فيها,70.0,Food; Meals - كتاب الأطعمة,صعب,كنت ألزم النبي صلى الله عليه وسلم لشبع بطني حين لا آكل الخمير ولا ألبس الحرير ولا يخدمني فلان ولا فلانة وألصق بطني بالحصباء وأستقرئ الرجل الآية وهى معي كى ينقلب بي فيطعمني وخير الناس للمساكين جعفر بن أبي طالب ينقلب بنا فيطعمنا ما كان في بيته حتى إن كان ليخرج إلينا العكة ليس فيها شىء فنشتقها فنلعق ما فيها,415.0,316
حدثنا عمرو بن علي حدثنا أزهر بن سعد عن ابن عون عن ثمامة بن أنس عن أنس أن رسول الله صلى الله عليه وسلم أتى مولى له خياطا فأتي بدباء فجعل يأكله فلم أزل أحبه منذ رأيت رسول الله صلى الله عليه وسلم يأكله,70.0,Food; Meals - كتاب الأطعمة,صعب,رسول الله صلى الله عليه وسلم أتى مولى له خياطا فأتي بدباء فجعل يأكله فلم أزل أحبه منذ رأيت رسول الله صلى الله عليه وسلم يأكله,209.0,131
حدثنا محمد بن يوسف حدثنا سفيان عن الأعمش عن أبي وائل عن أبي مسعود الأنصاري قال كان من الأنصار رجل يقال له أبو شعيب وكان له غلام لحام فقال اصنع لي طعاما أدعو رسول الله صلى الله عليه وسلم خامس خمسة فدعا رسول الله صلى الله عليه وسلم خامس خمسة فتبعهم رجل فقال النبي صلى الله عليه وسلم  إنك دعوتنا خامس خمسة وهذا رجل قد تبعنا فإن شئت أذنت له وإن شئت تركته  قال بل أذنت له,70.0,Food; Meals - كتاب الأطعمة,صعب,كان من الأنصار رجل يقال له أبو شعيب وكان له غلام لحام فقال اصنع لي طعاما أدعو رسول الله صلى الله عليه وسلم خامس خمسة فدعا رسول الله صلى الله عليه وسلم خامس خمسة فتبعهم رجل فقال النبي صلى الله عليه وسلم  إنك دعوتنا خامس خمسة وهذا رجل قد تبعنا فإن شئت أذنت له وإن شئت تركته  قال بل أذنت له,388.0,304
حدثنا عبد الله بن مسلمة عن مالك عن إسحاق بن عبد الله بن أبي طلحة أنه سمع أنس بن مالك أن خياطا دعا النبي صلى الله عليه وسلم لطعام صنعه فذهبت مع النبي صلى الله عليه وسلم فقرب خبز شعير ومرقا فيه دباء وقديد فرأيت النبي صلى الله عليه وسلم يتتبع الدباء من حوالى القصعة فلم أزل أحب الدباء بعد يومئذ,70.0,Food; Meals - كتاب الأطعمة,صعب,أن خياطا دعا النبي صلى الله عليه وسلم لطعام صنعه فذهبت مع النبي صلى الله عليه وسلم فقرب خبز شعير ومرقا فيه دباء وقديد فرأيت النبي صلى الله عليه وسلم يتتبع الدباء من حوالى القصعة فلم أزل أحب الدباء بعد يومئذ,302.0,213
حدثنا إسماعيل قال حدثني مالك عن إسحاق بن عبد الله بن أبي طلحة أنه سمع أنس بن مالك يقول إن خياطا دعا رسول الله صلى الله عليه وسلم لطعام صنعه قال أنس فذهبت مع رسول الله صلى الله عليه وسلم إلى ذلك الطعام فقرب إلى رسول الله صلى الله عليه وسلم خبزا من شعير ومرقا فيه دباء وقديد قال أنس فرأيت رسول الله صلى الله عليه وسلم يتتبع الدباء من حول الصحفة فلم أزل أحب الدباء من يومئذ وقال ثمامة عن أنس فجعلت أجمع الدباء بين يديه,70.0,Food; Meals - كتاب الأطعمة,صعب,إن خياطا دعا رسول الله صلى الله عليه وسلم لطعام صنعه قال أنس فذهبت مع رسول الله صلى الله عليه وسلم إلى ذلك الطعام فقرب إلى رسول الله صلى الله عليه وسلم خبزا من شعير ومرقا فيه دباء وقديد قال أنس فرأيت رسول الله صلى الله عليه وسلم يتتبع الدباء من حول الصحفة فلم أزل أحب الدباء من يومئذ وقال ثمامة عن أنس فجعلت أجمع الدباء بين يديه,428.0,337
حدثنا عبد العزيز بن عبد الله قال حدثني إبراهيم بن سعد عن أبيه عن عبد الله بن جعفر بن أبي طالب رضى الله عنهما قال رأيت النبي صلى الله عليه وسلم يأكل الرطب بالقثاء,70.0,Food; Meals - كتاب الأطعمة,صعب,رأيت النبي صلى الله عليه وسلم يأكل الرطب بالقثاء,167.0,51
حدثنا مسدد حدثنا حماد بن زيد عن عباس الجريري عن أبي عثمان قال تضيفت أبا هريرة سبعا فكان هو وامرأته وخادمه يعتقبون الليل أثلاثا يصلي هذا ثم يوقظ هذا وسمعته يقول قسم رسول الله صلى الله عليه وسلم بين أصحابه تمرا فأصابني سبع تمرات إحداهن حشفة,70.0,Food; Meals - كتاب الأطعمة,صعب,تضيفت أبا هريرة سبعا فكان هو وامرأته وخادمه يعتقبون الليل أثلاثا يصلي هذا ثم يوقظ هذا وسمعته يقول قسم رسول الله صلى الله عليه وسلم بين أصحابه تمرا فأصابني سبع تمرات إحداهن حشفة,252.0,186
حدثنا الصلت بن محمد حدثنا حماد بن زيد عن الجعد أبي عثمان عن أنس وعن هشام عن محمد عن أنس وعن سنان أبي ربيعة عن أنس أن أم سليم أمه عمدت إلى مد من شعير جشته وجعلت منه خطيفة وعصرت عكة عندها ثم بعثتني إلى النبي صلى الله عليه وسلم فأتيته وهو في أصحابه فدعوته قال  ومن معي  فجئت فقلت إنه يقول ومن معي فخرج إليه أبو طلحة قال يا رسول الله إنما هو شىء صنعته أم سليم فدخل فجيء به وقال  أدخل على عشرة  فدخلوا فأكلوا حتى شبعوا ثم قال  أدخل على عشرة  فدخلوا فأكلوا حتى شبعوا ثم قال  أدخل على عشرة  حتى عد أربعين ثم أكل النبي صلى الله عليه وسلم ثم قام فجعلت أنظر هل نقص منها شىء,70.0,Food; Meals - كتاب الأطعمة,صعب,أن أم سليم أمه عمدت إلى مد من شعير جشته وجعلت منه خطيفة وعصرت عكة عندها ثم بعثتني إلى النبي صلى الله عليه وسلم فأتيته وهو في أصحابه فدعوته قال  ومن معي  فجئت فقلت إنه يقول ومن معي فخرج إليه أبو طلحة قال يا رسول الله إنما هو شىء صنعته أم سليم فدخل فجيء به وقال  أدخل على عشرة  فدخلوا فأكلوا حتى شبعوا ثم قال  أدخل على عشرة  فدخلوا فأكلوا حتى شبعوا ثم قال  أدخل على عشرة  حتى عد أربعين ثم أكل النبي صلى الله عليه وسلم ثم قام فجعلت أنظر هل نقص منها شىء,628.0,499
حدثنا عبد الله بن يوسف قال أخبرنا مالك عن سعيد المقبري عن عبيد بن جريج أنه قال لعبد الله بن عمر يا أبا عبد الرحمن رأيتك تصنع أربعا لم أر أحدا من أصحابك يصنعها قال وما هي يا ابن جريج قال رأيتك لا تمس من الأركان إلا اليمانيين ورأيتك تلبس النعال السبتية ورأيتك تصبغ بالصفرة ورأيتك إذا كنت بمكة أهل الناس إذا رأوا الهلال ولم تهل أنت حتى كان يوم التروية قال عبد الله أما الأركان فإني لم أر رسول الله صلى الله عليه وسلم يمس إلا اليمانيين وأما النعال السبتية فإني رأيت رسول الله صلى الله عليه وسلم يلبس النعل التي ليس فيها شعر ويتوضأ فيها فأنا أحب أن ألبسها وأما الصفرة فإني رأيت رسول الله صلى الله عليه وسلم يصبغ بها فأنا أحب أن أصبغ بها وأما الإهلال فإني لم أر رسول الله صلى الله عليه وسلم يهل حتى تنبعث به راحلته,4.0,Ablutions (Wudu') - كتاب الوضوء,صعب, رأيتك تصنع أربعا لم أر أحدا من أصحابك يصنعها قال وما هي يا ابن جريج قال رأيتك لا تمس من الأركان إلا اليمانيين ورأيتك تلبس النعال السبتية ورأيتك تصبغ بالصفرة ورأيتك إذا كنت بمكة أهل الناس إذا رأوا الهلال ولم تهل أنت حتى كان يوم التروية قال عبد الله أما الأركان فإني لم أر رسول الله صلى الله عليه وسلم يمس إلا اليمانيين وأما النعال السبتية فإني رأيت رسول الله صلى الله عليه وسلم يلبس النعل التي ليس فيها شعر ويتوضأ فيها فأنا أحب أن ألبسها وأما الصفرة فإني رأيت رسول الله صلى الله عليه وسلم يصبغ بها فأنا أحب أن أصبغ بها وأما الإهلال فإني لم أر رسول الله صلى الله عليه وسلم يهل حتى تنبعث به راحلته,730.0,612
حدثنا إسماعيل قال حدثني مالك عن مخرمة بن سليمان عن كريب مولى ابن عباس أن عبد الله بن عباس أخبره أنه بات ليلة عند ميمونة زوج النبي صلى الله عليه وسلم وهي خالته فاضطجعت في عرض الوسادة واضطجع رسول الله صلى الله عليه وسلم وأهله في طولها فنام رسول الله صلى الله عليه وسلم حتى إذا انتصف الليل أو قبله بقليل أو بعده بقليل استيقظ رسول الله صلى الله عليه وسلم فجلس يمسح النوم عن وجهه بيده ثم قرأ العشر الآيات الخواتم من سورة آل عمران ثم قام إلى شن معلقة فتوضأ منها فأحسن وضوءه ثم قام يصلي قال ابن عباس فقمت فصنعت مثل ما صنع ثم ذهبت فقمت إلى جنبه فوضع يده اليمنى على رأسي وأخذ بأذني اليمنى يفتلها فصلى ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم أوتر ثم اضطجع حتى أتاه المؤذن فقام فصلى ركعتين خفيفتين ثم خرج فصلى الصبح,4.0,Ablutions (Wudu') - كتاب الوضوء,صعب, بات ليلة عند ميمونة زوج النبي صلى الله عليه وسلم وهي خالته فاضطجعت في عرض الوسادة واضطجع رسول الله صلى الله عليه وسلم وأهله في طولها فنام رسول الله صلى الله عليه وسلم حتى إذا انتصف الليل أو قبله بقليل أو بعده بقليل استيقظ رسول الله صلى الله عليه وسلم فجلس يمسح النوم عن وجهه بيده ثم قرأ العشر الآيات الخواتم من سورة آل عمران ثم قام إلى شن معلقة فتوضأ منها فأحسن وضوءه ثم قام يصلي قال ابن عباس فقمت فصنعت مثل ما صنع ثم ذهبت فقمت إلى جنبه فوضع يده اليمنى على رأسي وأخذ بأذني اليمنى يفتلها فصلى ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم ركعتين ثم أوتر ثم اضطجع حتى أتاه المؤذن فقام فصلى ركعتين خفيفتين ثم خرج فصلى الصبح,761.0,656
حدثنا إسماعيل قال حدثني مالك عن هشام بن عروة عن امرأته فاطمة عن جدتها أسماء بنت أبي بكر أنها قالت أتيت عائشة زوج النبي صلى الله عليه وسلم حين خسفت الشمس فإذا الناس قيام يصلون وإذا هي قائمة تصلي فقلت ما للناس فأشارت بيدها نحو السماء وقالت سبحان الله فقلت آية فأشارت أى نعم فقمت حتى تجلاني الغشى وجعلت أصب فوق رأسي ماء فلما انصرف رسول الله صلى الله عليه وسلم حمد الله وأثنى عليه ثم قال  ما من شىء كنت لم أره إلا قد رأيته في مقامي هذا حتى الجنة والنار ولقد أوحي إلى أنكم تفتنون في القبور مثل أو قريبا من فتنة الدجال لا أدري أى ذلك قالت أسماء يؤتى أحدكم فيقال ما علمك بهذا الرجل فأما المؤمن أو الموقن لا أدري أى ذلك قالت أسماء فيقول هو محمد رسول الله جاءنا بالبينات والهدى فأجبنا وآمنا واتبعنا فيقال نم صالحا فقد علمنا إن كنت لمؤمنا وأما المنافق أو المرتاب لا أدري أى ذلك قالت أسماء فيقول لا أدري سمعت الناس يقولون شيئا فقلته ,4.0,Ablutions (Wudu') - كتاب الوضوء,صعب,أتيت عائشة زوج النبي صلى الله عليه وسلم حين خسفت الشمس فإذا الناس قيام يصلون وإذا هي قائمة تصلي فقلت ما للناس فأشارت بيدها نحو السماء وقالت سبحان الله فقلت آية فأشارت أى نعم فقمت حتى تجلاني الغشى وجعلت أصب فوق رأسي ماء فلما انصرف رسول الله صلى الله عليه وسلم حمد الله وأثنى عليه ثم قال  ما من شىء كنت لم أره إلا قد رأيته في مقامي هذا حتى الجنة والنار ولقد أوحي إلى أنكم تفتنون في القبور مثل أو قريبا من فتنة الدجال لا أدري أى ذلك قالت أسماء يؤتى أحدكم فيقال ما علمك بهذا الرجل فأما المؤمن أو الموقن لا أدري أى ذلك قالت أسماء فيقول هو محمد رسول الله جاءنا بالبينات والهدى فأجبنا وآمنا واتبعنا فيقال نم صالحا فقد علمنا إن كنت لمؤمنا وأما المنافق أو المرتاب لا أدري أى ذلك قالت أسماء فيقول لا أدري سمعت الناس يقولون شيئا فقلته ,854.0,751
حدثنا أبو اليمان قال أخبرنا شعيب عن الزهري قال أخبرني عبيد الله بن عبد الله بن عتبة أن عائشة قالت لما ثقل النبي صلى الله عليه وسلم واشتد به وجعه استأذن أزواجه في أن يمرض في بيتي فأذن له فخرج النبي صلى الله عليه وسلم بين رجلين تخط رجلاه في الأرض بين عباس ورجل آخر قال عبيد الله فأخبرت عبد الله بن عباس فقال أتدري من الرجل الآخر قلت لا قال هو علي وكانت عائشة رضى الله عنها تحدث أن النبي صلى الله عليه وسلم قال بعد ما دخل بيته واشتد وجعه  هريقوا على من سبع قرب لم تحلل أوكيتهن لعلي أعهد إلى الناس  وأجلس في مخضب لحفصة زوج النبي صلى الله عليه وسلم ثم طفقنا نصب عليه تلك حتى طفق يشير إلينا أن قد فعلتن ثم خرج إلى الناس,4.0,Ablutions (Wudu') - كتاب الوضوء,صعب,لما ثقل النبي صلى الله عليه وسلم واشتد به وجعه استأذن أزواجه في أن يمرض في بيتي فأذن له فخرج النبي صلى الله عليه وسلم بين رجلين تخط رجلاه في الأرض بين عباس ورجل آخر قال عبيد الله فأخبرت عبد الله بن عباس فقال أتدري من الرجل الآخر قلت لا قال هو علي وكانت عائشة رضى الله عنها تحدث أن النبي صلى الله عليه وسلم قال بعد ما دخل بيته واشتد وجعه  هريقوا على من سبع قرب لم تحلل أوكيتهن لعلي أعهد إلى الناس  وأجلس في مخضب لحفصة زوج النبي صلى الله عليه وسلم ثم طفقنا نصب عليه تلك حتى طفق يشير إلينا أن قد فعلتن ثم خرج إلى الناس,646.0,543
حدثنا علي بن عبد الله قال حدثنا سفيان عن يحيى عن عمرة عن عائشة قالت أتتها بريرة تسألها في كتابتها فقالت إن شئت أعطيت أهلك ويكون الولاء لي وقال أهلها إن شئت أعطيتها ما بقي وقال سفيان مرة إن شئت أعتقتها ويكون الولاء لنا فلما جاء رسول الله صلى الله عليه وسلم ذكرته ذلك فقال  ابتاعيها فأعتقيها فإن الولاء لمن أعتق  ثم قام رسول الله صلى الله عليه وسلم على المنبر وقال سفيان مرة فصعد رسول الله صلى الله عليه وسلم على المنبر فقال  ما بال أقوام يشترطون شروطا ليست في كتاب الله من اشترط شرطا ليس في كتاب الله فليس له وإن اشترط مائة مرة  قال علي قال يحيى وعبد الوهاب عن يحيى عن عمرة وقال جعفر بن عون عن يحيى قال سمعت عمرة قالت سمعت عائشة رواه مالك عن يحيى عن عمرة أن بريرة ولم يذكر صعد المنبر,8.0,Prayers (Salat) - كتاب الصلاة,صعب,أتتها بريرة تسألها في كتابتها فقالت إن شئت أعطيت أهلك ويكون الولاء لي وقال أهلها إن شئت أعطيتها ما بقي وقال سفيان مرة إن شئت أعتقتها ويكون الولاء لنا فلما جاء رسول الله صلى الله عليه وسلم ذكرته ذلك فقال  ابتاعيها فأعتقيها فإن الولاء لمن أعتق  ثم قام رسول الله صلى الله عليه وسلم على المنبر وقال سفيان مرة فصعد رسول الله صلى الله عليه وسلم على المنبر فقال  ما بال أقوام يشترطون شروطا ليست في كتاب الله من اشترط شرطا ليس في كتاب الله فليس له وإن اشترط مائة مرة  قال علي قال يحيى وعبد الوهاب عن يحيى عن عمرة وقال جعفر بن عون عن يحيى قال سمعت عمرة قالت سمعت عائشة رواه مالك عن يحيى عن عمرة أن بريرة ولم يذكر صعد المنبر,723.0,650
