,Final_matn,matn_length,chapter_no,chapter,level
2073,وقص رجل حرم نقت قتل فأت غسلو كفنو تغط رأس قربو طيب فإن بعث يهل,145,28,Penalty of Hunting while on Pilgrimage - كتاب جزاء الصيد,صعب
2074,خلف بوء عبد عبس غسل حرم رأس وقل سور غسل حرم رأس أرسل عبد عبس ابي ايب صار وجد غسل قرن ستر بثب سلم فقل عبد حنن رسل عبد عبس سأل غسل رأس حرم وضع ايب يده ثوب طأطأ بدا رأس إنس يصب صبب فصب رأس حرك رأس بيد أقبل أدبر وقل رأت فعل,505,28,Penalty of Hunting while on Pilgrimage - كتاب جزاء الصيد,صعب
2075,دخل عام فتح على رأس غفر فلم نزع جاء رجل خطل تعلق أستار كعب قلو,142,28,Penalty of Hunting while on Pilgrimage - كتاب جزاء الصيد,صعب
2076,بين رجل وقف نبي عرف وقع رحل وقص أقعص نبي غسلو بمء سدر كفنو ثوب ثوب حنطو خمر رأس بعث يوم قيم يلب,237,28,Penalty of Hunting while on Pilgrimage - كتاب جزاء الصيد,صعب
2077,كنا سفر رجل نزل جدح شمس نزل جدح شمس نزل جدح نزل جدح شرب رمى بيد رأي ليل فقد فطر صئم,293,30,Fasting - كتاب الصوم,صعب
2078,جاء رجل نبي امي اتت وعل صوم شهر أقض فدن احق قضى سلم حكم سلم ونح جمع جلس حدث سلم بهذا حدث قلا سمع جهد ذكر عبس ذكر ابي خلد عمش حكم سلم بطن سلم كهل سعد جبر عطء جهد عبس مرأ نبي اخت اتت وقل يحى أبو عاي عمش سلم سعد عبس مرأ نبي امي اتت وقل عبد زيد ابي نيس حكم سعد جبر عبس مرأ نبي امي اتت وعل صوم نذر وقل حرز عكرم عبس مرأ نبي اتت امي وعل صوم يوم,785,30,Fasting - كتاب الصوم,صعب
2079,اخى نبي سلم وأب درداء فزر سلم درداء رأى درداء تبذل شأن اخك درداء حجة دنا فجء درداء صنع طعا فإن صئم آكل أكل أكل فلم ليل درداء يقم نم فنم يقم نم فلم اخر ليل سلم قم فصل سلم لرب نفس أهل أعط حق حقه أتى نبي ذكر نبي صدق سلم,582,30,Fasting - كتاب الصوم,صعب
2080,انك تصم دهر تقم ليل فقل انك فعل هجم عين ونف نفس صام صام دهر صوم ايم صوم دهر كله فإن اطق فصم صوم دود سلم يصم يوم فطر يوم يفر لقى,275,30,Fasting - كتاب الصوم,صعب
2081,صمت سرر شهر اظن يعن رمض رجل فطر فصم يوم يقل صلت اظن يعن رمض عبد وقل ثبث طرف عمر نبي سرر شعب,264,30,Fasting - كتاب الصوم,صعب
2082,بيع خير فرق فرق وبي بور بيع كتم كذب حقت برك بيع,124,34,Sales and Trade - كتاب البيوع,صعب
2083,جاء رجل صار كنى شعب غلم قصب جعل طعا يكف فإن ارد دعو نبي فإن عرف وجه جوع فدع فجء عهم رجل نبي تبع شئت تأذ فأذ شئت رجع اذن,314,34,Sales and Trade - كتاب البيوع,صعب
2084,رأت ليل رجل اتا أخرج ارض قدس طلق اتي نهر دم رجل قئم على وسط نهر رجل يده حجر أقبل رجل نهر ارد رجل خرج رمى رجل حجر فرد جعل جاء خرج رمى حجر رجع فقل رأت نهر اكل ربا,326,34,Sales and Trade - كتاب البيوع,صعب
2085,رأت ابي شرى عبد حجا سأل نهى نبي ثمن كلب وثم لدم نهى وشم وشم آكل ربا وكل ولع صور,154,34,Sales and Trade - كتاب البيوع,صعب
2086,شرف نصب غنم نبي اعط شرف خمس فلم ارد ابت فطم عليها سلم وعد رجل صغا بني قينقاع رحل معي فنأ إذخر ارد ابع صوغ أستع ولم عرس,268,34,Sales and Trade - كتاب البيوع,صعب
2087,كنت قين جهل عاص وئل دين فأت تقض اعط كفر حمد فقل كفر يمت بعث دعن امت أبعث أوتى الا ولد أقض نزل فرأ كفر بآا وقل لأو الا ولد طلع غيب رحم عهد,304,34,Sales and Trade - كتاب البيوع,صعب
2088,رجل اسم نوس وكانت عند ابل هيم ذهب عمر شرى ابل شرك فجء اله شرك بعن ابل بعت شيخ وكذ ويح ولل عمر فجء شرك بعك ابل هيم ولم عرف ستق فلم ساق دعه رضي قضء عدى سمع سفي عمر,377,34,Sales and Trade - كتاب البيوع,صعب
2089,جلس صلح جلس سوء كمثل صحب مسك وكر حدد عدم صحب مسك شري تجد ريح وكر حدد حرق بدن ثوب تجد ريح خبث,171,34,Sales and Trade - كتاب البيوع,صعب
2090,غزو جيش كعب كان يدء ارض خسف بأل آخر خسف بأل آخر وفي سوق نهم خسف بأل آخر بعث نيت,205,34,Sales and Trade - كتاب البيوع,صعب
2091,خرج نبي طئف نهر كلم كلم اتى سوق بني قينقاع جلس فنء بيت فطم اثم لكع اثم لكع حبس شيئ فظن انه لبس سخب غسل فجء شتد عنق قبل وقل لهم حبب أحب يحب سفي عبد نفع جبر وتر ركع,320,34,Sales and Trade - كتاب البيوع,صعب
2092,عند صرف طلح يجء خزن غبة سفي حفظ زهر زيد الك اوس سمع عمر خطب خبر ذهب ذهب ربا وهء لبر لبر ربا وهء تمر تمر ربا وهء شعر شعر ربا وهء,344,34,Sales and Trade - كتاب البيوع,صعب
2093,نهى نبي لبس وعن بيع لمس نبذ,71,34,Sales and Trade - كتاب البيوع,صعب
2094,تصر ابل غنم باع فإن بخر نظر حلب شاء امس شاء رده وصع تمر ذكر ابي صلح جهد ولد ربح وسى يسر ابي هرر نبي صاع تمر وقل بعض سير صعا طعم خير ثلث وقل بعض سير صعا تمر ولم ذكر ثلث تمر,360,34,Sales and Trade - كتاب البيوع,صعب
2095,تلق ركب يبع بعض بيع نجش يبع حضر لبد تصر غنم باع فهو بخر نظر حلب رضي امس سخط رده وصع تمر,193,34,Sales and Trade - كتاب البيوع,صعب
2096,شرى غنم صرة حلب رضي امس سخط ففي حلب صاع تمر,89,34,Sales and Trade - كتاب البيوع,صعب
2097,زنت امة فتب زنا جلد ثرب زنت جلد ثرب زنت ثلث يبع حبل شعر,128,34,Sales and Trade - كتاب البيوع,صعب
2098,شري أعتق ولء لمن عتق نبي عشي أثنى اهل بال انس شرط شرط كتب شرط شرط كتب فهو بطل شرط شرط شرط احق أوثق,255,34,Sales and Trade - كتاب البيوع,صعب
2099,عئش سوم برر خرج صلة فلم جاء نهم ابا يعو شرط ولء نبي ولء لمن عتق نفع حرا زوج عبد يدر,218,34,Sales and Trade - كتاب البيوع,صعب
2100,تلق ركب يبع حضر لبد فقل لبن عبس قول يبع حضر لبد يكون سار,115,34,Sales and Trade - كتاب البيوع,صعب
2101,لبر لبر ربا وهء شعر شعر ربا وهء تمر تمر ربا وهء,104,34,Sales and Trade - كتاب البيوع,صعب
2102,سعد حدث حدث فلق عبد عمر سعد حدث سعد صرف ذهب ذهب ثلا مثل ورق ورق ثلا مثل,270,34,Sales and Trade - كتاب البيوع,صعب
2103,دينار دينار درهم درهم فقل عبس يقل سعد سأل فقل سمع نبي وجد كتب اقل وأن رسل مني ولك سمة نبي ربا نسئ,303,34,Sales and Trade - كتاب البيوع,صعب
2104,تبع ثمر بدو صلح تبع ثمر تمر سلم أخبر عبد زيد ثبت رخص بيع عرة رطب تمر ولم رخص غير,202,34,Sales and Trade - كتاب البيوع,صعب
2105,عمل رجل خيبر فجء تمر جنب اكل تمر خيبر ولل أخذ صاع صاع صاع ثلث فعل بع جمع درا بتع درا جنب,310,34,Sales and Trade - كتاب البيوع,صعب
2106,ايم مرئ ابر نخل باع اصل للذ ابر ثمر نخل شرط بتع,86,34,Sales and Trade - كتاب البيوع,صعب
2107,غنا فليستعفف فقر أكل عرف زلت ولي يتم يقم صلح اله فقر اكل عرف,142,34,Sales and Trade - كتاب البيوع,صعب
2108,شفع مال قسم وقع حدد صرف طرق شفع,99,34,Sales and Trade - كتاب البيوع,صعب
2109,مر بشة يتة متع إهب قال انه يتة حرم اكل,130,34,Sales and Trade - كتاب البيوع,صعب
2110,نفس بيد ليش نزل يكم ريم حكم قسط كسر صلب قتل خنزير يضع جزة يفض مال قبل,137,34,Sales and Trade - كتاب البيوع,صعب
2111,خصم يوم قيم رجل غدر رجل باع حرا أكل ثمن رجل أجر اجر وفى ولم يعط اجر,135,34,Sales and Trade - كتاب البيوع,صعب
2112,بين جلس نبي نصب سبا نحب اثم فكف ترى عزل اوإ علي فعل فإن نسم كتب خرج خرج,215,34,Sales and Trade - كتاب البيوع,صعب
2113,نهى ثمن كلب مهر بغي حلو كهن,77,34,Sales and Trade - كتاب البيوع,صعب
2114,لكل جعل ولي ورث عقد يمن هجر قدم دين يرث هجر صار ذوي رحم اخة اخى نبي بين فلم نزل لكل جعل ولي نسخ عقد يمن نصر رفد نصح يرث ويص,306,39,Kafalah - كتاب الكفالة,صعب
2115,نبي اتي جنز يصل عليها دين قال صلى اتي جنز خرى دين قال صلا صحب قتد دين صلى,250,39,Kafalah - كتاب الكفالة,صعب
2116,جاء مال بحر اعط هكذ هكذ فلم يجئ مال بحر قبض نبي فلم جاء مال بحر امر بكر ندى نبي عدة دين فلأ فأت فقل نبي وكذ حثى حثة عدد وقل خذ ثلي,326,39,Kafalah - كتاب الكفالة,صعب
2117,ؤتى رجل توفى دين سأل لدن حدث لدن وفء وإل سلم صلا صحب فلم فتح فتح ولى ؤمن نفس توف ؤمن فتر دين على قضؤ الا ورث,313,39,Kafalah - كتاب الكفالة,صعب
2118,عمل رجل خيبر فجء تمر جنب اكل تمر خيبر أخذ صاع صاع صاع ثلث فعل بع جمع درا بتع درا جنب وقل ميز,257,40,Representation; Authorization; Business by Proxy - كتاب الوكالة,صعب
2119,غنم رعى سلع أبصر جري بشة غنم وتا كسر حجر ذبح أكل سأل نبي رسل نبي سأل وأن سأل نبي رسل أمر أكل عبد عجب انه امة وأن ذبح,300,40,Representation; Authorization; Business by Proxy - كتاب الوكالة,صعب
2120,رجل نبي سن ابل فجء تقض عطو طلب سنه فلم يجد سنا فوق عطو اوف وفى نبي خير احس قضء,239,40,Representation; Authorization; Business by Proxy - كتاب الوكالة,صعب
2121,جاء بلل نبي تمر برن نبي بلل عند تمر ردي فبع صاع بصع طعم نبي نبي ربا ربا فعل ارد شري فبع تمر ببع اخر شره,320,40,Representation; Authorization; Business by Proxy - كتاب الوكالة,صعب
2122,امس كلب فإن نقص يوم عمل قيراط كلب حرث اشة سير أبو صلح ابي هرر نبي كلب غنم حرث صيد وقل حزم ابي هرر نبي كلب صيد اشة,260,41,Agriculture - كتاب المزارعة,صعب
2123,سمع سفي ابي زهر رجل ازد شنء صحب نبي قنى كلب يغن زرع ضرع نقص يوم عمل قيراط ورب سجد,272,41,Agriculture - كتاب المزارعة,صعب
2124,بين رجل ركب بقر تفت اله فقل خلق لهذا خلق حرث امن أبو بكر عمر أخذ ذئب شاة تبع رعي ذئب يوم سبع يوم رعي غير امن أبو بكر عمر سلم مئذ قوم,265,41,Agriculture - كتاب المزارعة,صعب
2125,نبي حرق نخل بني نضر قطع وهى بور وله حسن وهن سرة بني لؤى حرق بور طير,127,41,Agriculture - كتاب المزارعة,صعب
2126,نبي عمل خيبر شطر خرج ثمر زرع فكان يعط زوج وسق وسق تمر عشر وسق شعر قسم عمر خيبر فخر زوج نبي قطع ماء ارض يمض فمن خار ارض ومن خار وسق وكانت عئش خار ارض,292,41,Agriculture - كتاب المزارعة,صعب
2127,نبي اري عرس حلف بطن ودي فقل انك طحء برك وسى انخ سلم ناخ عبد ينخ حرى عرس سفل سجد ببط ودي بين وبين طرق وسط,270,41,Agriculture - كتاب المزارعة,صعب
2128,ليل اتا ات ربي عقق صل ودي برك وقل عمر حجة,89,41,Agriculture - كتاب المزارعة,صعب
2129,كان زرعو ثلث ربع نصف نبي ارض زرع منح فعل يمس ارض وقل ربع نفع توب عاي يحى ابي سلم ابي هرر ارض زرع منح اخه ابى يمس ارض,336,41,Agriculture - كتاب المزارعة,صعب
2130,عمر يكر زرع عهد نبي وأب بكر عمر عثم صدر مرة عاي حدث رفع خدج نبي نهى كرء زرع ذهب عمر رفع ذهب معه سأل نهى نبي كرء زرع عمر علم كنا نكر زرع عهد ربعاء شىء تبن,396,41,Agriculture - كتاب المزارعة,صعب
2131,كنت عهد ارض كرى خشي عبد يكون نبي حدث شيئ يكن علم فتر كرء ارض,163,41,Agriculture - كتاب المزارعة,صعب
2132,حلب رسل شاة دجن وهى دار انس الك وشب لبن بمء بئر دار انس أعطى قدح شرب نزع قدح على يسر بكر وعن يمن عرب عمر وخف يعط عرب اعط بكر عند أعط عرب يمن ايم لأم,352,42,Distribution of Water - كتاب المساقاة,صعب
2133,منع فضل ماء منع فضل كلإ,50,42,Distribution of Water - كتاب المساقاة,صعب
2134,كلم يوم قيم نظر الي رجل حلف سلع كذب رجل حلف كذب عصر قطع مال رجل سلم رجل منع فضل ماء يقل منع فضل نعت فضل عمل يدك,248,42,Distribution of Water - كتاب المساقاة,صعب
2135,تأم حفص عمر خنس حذف سهم صحب شهد بدر توف دين عمر فلق عثم عفن عرض حفص فقل شئت كحت حفص عمر أنظر امر لبث ليل بدا تزج يوم عمر فلق بكر فقل شئت كحت حفص عمر فصم بكر فلم رجع شيئ فكن وجد مني عثم لبث ليل خطب أنكح فلق بكر لعل وجد عرض حفص فلم رجع فإن منع رجع عرض اني علم ذكر فلم اكن أفش سر ترك قبل,698,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2136,سور خرم خبر عمرو عوف حلف لبن عمر لؤى شهد بدر نبي بعث عبد جرح بحر يأت بجز صلح اهل بحر أمر علي علء حضرم قدم عبد بمل بحر سمع صار قدم ابي عبد فوف صلة فجر نبي فلم صرف عرض بسم رآهم اظن سمع عبد قدم شىء قال أبشر أمل يسر فلل فقر خشى علي ولك خشى بسط علي دنا بسط قبل فسو فسو تهل اهل,695,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2137,ارأ لقت رجل كفر قتل ضرب يدى سيف قطع لاذ مني شجر سلم لله أقتل قال قله قطع يدى قطع قله قتل فإن نزل قله وإن نزل كلم,386,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2138,وجد وعد ربكم وسى نفع عبد ناس صحب ندي نسا موت أسمع نهم عبد جمع شهد بدر قرش ضرب سهم وثم رجل عرة زبر زبر قسم سهم فكن ولل,343,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2139,يوم هزم ناس نبي أبو طلح يدى نبي جوب حجف طلح رجل رام شدد نزع كسر مئذ قوس ثلث رجل يمر معه جعب نبل يقل نثر لأب طلح شرف نبي نظر قوم يقل طلح بأب وأم شرف يصب سهم سهم قوم نحر نحر رأت عئش ابي بكر وأم سلم وإن شمر خدم سوق نقز قرب تون فرغ فوه قوم رجع ملآ تجئ فتفرغانه فوه قوم وقع سيف يدى ابي طلح مرت وإم ثلث,600,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2140,جمع رجل قتلى ثوب يهم اخذ قرآ اشر قدم لحد وقل شهد يوم قيم أمر بدف دمئ ولم يصل علي ولم غسل وقل ولد شعب كدر جبر قتل ابي جعل ابك أكشف ثوب وجه جعل صحب نبي نهو نبي ينه وقل نبي بكه بكه زلت لئك تظل أجنح رفع,535,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2141,رعل ذكو وعص وبن لحي سمد عدو أمد سبع صار كنا نسم قرء زمن كان حطب نهر يصل ليل كان بئر عون قتلو غدر بلغ نبي فقن شهر دعو صبح حيء حيء عرب رعل ذكو وعص وبن لحي انس قرأ يهم قرآ رفع بلغ عنا قوم لقي ربن فرض عنا أرض وعن قتد انس الك حدث نبي قنت شهر صلة صبح دعو حيء حيء عرب رعل ذكو وعص وبن لحي زاد خلف زرع سعد قتد انس سبع صار قتل بئر عون قرآ كتب نحه,699,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2142,غزا نجد فلم قفل قفل معه أدر قئل واد كثر عضه نزل فرق ناس عضه سظل شجر نزل سمر علق سيف جبر فنم نوم دعو فجئ عند عرب جلس خرط سيف وأن نئم فاستيقظت يده صلت منع مني فها جلس عقب,548,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2143,بين قعد وعش ولج مرأ صار فقل فعل بفل فعل فقل روم ابن فيم حدث حدث وكذ عئش سمع أبو بكر فخر مغش عليها فما فقت وعل حمى نفض طرح عليها ثيب فغط فجء نبي شأن اخذ حمى نفض لعل حدث حدث قعد عئش فقل ولل حلف صدقو ولئ عذرو ثلي مثل كيعقوب وبن ولل ستع تصف صرف ولم يقل شيئ أنزل عذر حمد حمد حمد,671,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2144,خرج عمر خطب سوق لحق عمر مرأ شبة فقل امر ؤمن هلك زوج وتر صبة صغر ولل نضج كرع زرع ضرع وخش أكل ضبع وأن خفف يمء غفر شهد ابي حدب نبي وقف عها عمر ولم يمض رحب نسب قرب صرف بعر ظهر ربط دار حمل غرر لأه طعا حمل بين نفق ثيب نول خطم قاد فلن فنى يأت بخر رجل امر ؤمن كثر عمر ثكل امك ولل أرى وأخ حصر حصن زما فافتتحاه صبح تفء سهم,632,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2145,يسر سفر عمر خطب يسر معه ليل سأل عمر خطب شىء فلم يجب سأل فلم يجب سأل فلم يجب وقل عمر خطب ثكل امك عمر نزر رات يجب عمر فحر بعر قدم سلم وخش نزل قرآ فما نشب صرخ صرخ فقل خشت يكون نزل قرآ وجئ سلم زلت ليل سور لهي احب طلع شمس قرأ فتح فتح مبي,581,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2146,توف نبي بيت وفي يوم وبين سحر نحر وكانت احد تعذ دعء مرض ذهب اعذ رفع رأس سمء وقل رفق على رفق على ومر عبد رحم ابي بكر وفي يده جرد رطب نظر اله نبي فظن حجة أخذ مضغ رأس نفض دفع اله فاس كأحس مست نول سقط يده سقط يده جمع ريق ورق اخر يوم دنا وأل يوم اخر,461,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى,صعب
2147,يطف رجل بيت حلل يهل لحج ركب عرف يسر هدة ابل بقر غنم يسر شاء يسر فعل ايم لحج وذل يوم عرف اخر يوم ايم ثلث يوم عرف جنح طلق يقف عرف صلة عصر يكون ظلم دفع عرف افض بلغ جمع برر ذكر كثر كبر هلل صبح افض ناس كان يفض وقل على افض افض ناس غفر غفر رحم ترم جمر,589,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2148,جلس جلس عظم صار وفي عبد رحم ابي يلى ذكر حدث عبد عتب شأن سبع حرث عبد رحم عمه فقل جرء كذب رجل جنب كوف رفع صوت خرج فلق الك عمر الك عوف قول سعد توفى زوج وهى حمل سعد جعل عليها غلظ جعل رخص نزل سور نسء قصرى طولى وقل ايب حمد لقت عطة الك عمر,473,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2149,عبد عمر سئل صلة خوف قدم امم وطف ناس يصل امم ركع وتك طئف نهم بين وبين عدو يصل صلا معه ركع أخر كان يصل سلم قدم يصل يصل معه ركع صرف امم ركع يقم طئف يصل أنفس ركع صرف امم فيك طئف ركع خوف اشد صلا رجل قيا قدم ركب قبل قبل قبل الك نفع عبد عمر ذكر,593,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2150,طلح صار دين نخل احب مول اله رحء وكانت قبل سجد دخل شرب ماء طيب فلم زلت تنل لبر نفق تحب طلح تنل لبر نفق تحب احب مول رحء وإن صدق لله رجو بره ذخر فضع ارك مال ريح مال ريح وإن جعل قرب طلح فعل قسم طلح قرب وبن عمه عبد وسف ورح عبد مال ربح يحى يحى قرأ الك مال ريح,711,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2151,يمن زوج نبي وهى خلت ضطجع عرض وسد ضطجع أهل طول فنم نصف ليل قبل قلل بعد قلل يقظ جلس مسح نوم وجه بيد قرأ عشر ايت خوا سور ال عمر شن علق وضأ أحس وضء يصل عبس فقم صنع صنع ذهب فقم جنب وضع يده منى رأس أخذ بأذ منى فتل صلى ركع ركع ركع ركع ركع ركع وتر ضطجع جءه ؤذن فقم صلى ركع خفف خرج صلى صبح,680,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2152,سأل عئش قول على خفتم قسط تمى فقل اخت يتم تكون حجر ولي تشر اله عجب مال جمل يرد ولي تزج بغر قسط صدق يعط يعط غير فنه كحو قسط بلغ على سنت صدق أمر نكح طاب نسء سوا عرة عئش ناس سفت اية أنزل ويستفتونك نسء عئش وقل على اية خرى رغب كحو رغب احد يتم تكون قلل مال جمل فنه نكح رغب اله جمل تمى نسء قسط رغب عنه قلل مال جمل,713,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2153,جلس عمر عبد عزز ذكر ذكر فقل وقل قدت خلفاء لتف ابي قلب ظهر تقل عبد زيد تقل قلب علم نفس حل قتل سلم رجل زنى احص قتل نفس بغر حرب رسل عنبس انس بكذ وكذ ايى حدث انس قدم قوم نبي كلمو فقل وخم ارض خرج خرج شرب لبن أبوال خرج شرب بول ألب سصح ومل رعي قتلو طرد نعم فما بطأ قتل نفس حرب رسل وخف فقل تهم بهذا انس وقل اهل نكم تزل بخر ابق يكم,818,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2154,ابي بكر عمر حار أغضب بكر عمر صرف عمر غضب تبع بكر سأل غفر فلم فعل غلق ببه وجه أقبل بكر درداء ونح عند صحب فقد غمر ندم عمر أقبل سلم جلس نبي وقص خبر درداء غضب جعل بكر ولل لأن كنت ظلم ركو صحب ركو صحب ناس جمع فقل كذب وقل بكر صدق,674,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2155,قدم عين حصن حذف نزل اخه لحر قيس نفر يدن عمر قرء صحب جلس عمر ومشاورته كهل كان شبا عين لبن اخه اخي وجه امر سأذ أستأذ عبس سأذ لحر لعي فأذ عمر فلم دخل خطب فلل تعط جزل حكم بين عدل غضب عمر لحر امر ؤمن على لنب خذ عفو أمر عرف أعرض جهل جهل ولل جوز عمر تلا وقف كتب,602,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2156,رجل جءه عبد رحم سمع ذكر كتب طئف ؤمن قتل اخر اية فما منع قتل ذكر كتب اخي غتر بهذ اية قتل احب غتر بهذ اية على قتل مؤم تعمد اخر قاتلو تكون فتن عمر فعل عهد سلم قلل فكان رجل يفت دين قلو وإم ثقو كثر سلم فلم تكن فتن فلم يفق يرد فما قول علي عثم عمر قول علي عثم عثم فكان عفا فكر عفو وأم علي فبن وخت أشر بيد وهذ ابن بنت ترن,757,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2157,غدت عبس فقل ترد قتل زبر تحل حرم كتب زبر وبن امة محل وإن ولل احل ناس بيع لبن زبر فقل وأن بهذا امر ابه حور نبي يرد زبر وأم جده صحب غار يرد بكر وأم فذت نطق يرد سمء وأم خلت فأم ؤمن يرد عئش وأم عمت فزج نبي يرد خدج وأم عمة نبي فجد يرد صفة عفف سلم قرئ قرآ ولل صلو صلو قرب ربو ربن كفء كرم آثر توت اسم حمد يرد ابط بني اسد بني توت وبن سمة وبن اسد ابي عاص برز يمش قدم يعن عبد ملك مرو وإن لوى ذنب يعن زبر,746,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2158,مات عبد ابى سلل دعي يصل فلم وثب اله فقل تصل ابى يوم وكذ عدد قول بسم وقل اخر عمر فلم كثر خير ختر اني زدت سبع غفر لزد عليها صلى صرف فلم مكث يسر نزل ايت برء تصل نهم مات قول وهم فسق عجب جرأ ولل رسل,611,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2159,عز وجل نفق نفق وقل يد لأى تغض نفق سحء ليل نهر وقل ارأ نفق خلق سمء ارض فإن يغض يده عرش ماء وبد ميز خفض رفع عرك فعل عرت اصب ومن عرو عتر اخذ بنص لكه سلط عند عند عند أكد جبر عمر جعل عمر عمر دار فهى عمرى جعل نكر أنكر نكر حمد جيد كأن فعل اجد حمد حمد سجل شدد كبر سجل وسج لام نون اخت وقل تمم قبل رجل ضرب بيض ضحي ضرب وصى بطل سجي,620,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2160,حدث عئش زوج نبي اهل افك قال برأ طئف حدث نبي كنت برئ برئ كنت لمم ذنب فاستغفري وتب اله ولل اجد ثلا وسف صبر جمل ولل ستع تصف أنزل جاء افك عشر ايت,361,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2161,عئش سأل قول على يأس رسل كذب كذب عئش كذب فقد يقن قوم كذبو فما بلظ عمر يقن بذل فقل وظن نهم كذب تكن رسل تظن برب فما اية تبع رسل امن برب صدقو فطل علي بلء أخر عنهم نصر يأس رسل كذب قوم وظن رسل تبع كذبو جاء نصر,483,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2162,قضى امر سمء ضرب لئك أجنح خضع لقل لسل صفو علي وقل غير صفو نفذ فزع قلب قال ربكم قال للذ لحق علي كبر سمع رقو سمع رقو سمع اخر وصف سفي بيد فرج صبع يده منى نصب بعض فرب ادر شهب سمع يرم صحب حرق ورب يدر يرم يله سفل لقو ارض ورب سفي نهي ارض لقى فم سحر كذب عها كذب صدق يقل الم خبر يوم وكذ يكون وكذ وجد كلم سمء,641,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2163,طرق فطم تصل رجم غيب سبن فرط ندم ردق ردق حجر تطف اطط حور حار لكن ربي ربي حذف الف أدغم نون خرى زلق يثب قدم ولي صدر ولي عقب عقب عقبى عقب وهى اخر قبل قبل قبل استئنافا دحض يزل دحض زلق,460,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2164,عز وجل يوم قيم ادم ربن سعد ندى بصت أمر خرج ذرت بعث نار رب بعث نار اره تسع تسع حينئذ تضع حمل حمل يشب ولد ترى ناس كرى كرى عذب شدد فشق ناس تغر وجه نبي أجج أجج تسع تسع ومن ناس شعر ودء جنب ثور ابض شعر يضء جنب ثور اسد وإن أرجو تكن ربع اهل جنة كبر ثلث اهل جنة كبر شطر اهل جنة كبر سمة عمش ترى ناس كرى كرى وقل تسع تسع وقل جرر عيسى ونس أبو عاي كرى كرى,801,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2165,نزل أنذر عشر قرب صعد نبي صفا جعل يند بني فهر بني عدي لبط قرش جمع جعل رجل سطع خرج رسل رسل نظر فجء لهب قرش ارأ خبر خيل ودي ترد تغر علي اكن صدق قال جرب فإن نذر يدى عذب شدد لهب تبا سئر لهذ جمع نزل تبت يدا ابي لهب وتب غنى اله كسب,490,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
